-122.39341	37.735527
-122.42151	37.737392
-122.43969	37.78432
-122.40975	37.78426
-122.41637	37.74661
-122.4274	37.724712
-122.41375	37.806572
-122.45451	37.717487
-122.41006	37.727257
-122.43568	37.789627
-122.415886	37.783516
-122.42189	37.779892
-122.40895	37.783287
-122.438805	37.723602
-122.39792	37.78282
-122.40521	37.751785
-122.40348	37.78765
-122.474335	37.784256
-122.3929	37.728394
-122.41006	37.727257
-122.47633	37.76356
-122.48615	37.73882
-122.469536	37.763462
-122.388504	37.761322
-122.41515	37.7637
-122.41512	37.73919
-122.4149	37.78272
-122.418365	37.762302
-122.48135	37.71582
-122.44758	37.76556
-122.37526	37.730595
-122.39747	37.776188
-122.37544	37.731953
-122.410774	37.779186
-122.417816	37.7571
-122.3822	37.73455
-122.46254	37.71117
-122.40742	37.784554
-122.42692	37.80097
-122.40666	37.75688
-122.40878	37.775955
-122.43847	37.71873
-122.43409	37.751305
-122.39027	37.78406
-122.438194	37.773144
-122.43932	37.744633
-122.404755	37.71776
-122.46003	37.77974
-122.418655	37.753986
-122.41722	37.76194
-122.40963	37.78906
-122.40389	37.784622
-122.40683	37.7969
-122.42021	37.76021
-122.42383	37.748814
-122.42623	37.76303
-122.46925	37.7594
-122.43948	37.78331
-122.453255	37.720074
-122.4463	37.76754
-122.40374	37.77523
-122.40374	37.77523
-122.40374	37.77523
-122.407684	37.800896
-122.42252	37.771595
-122.43505	37.76091
-122.405365	37.796913
-122.394104	37.776382
-122.40537	37.796295
-122.419525	37.764
-122.44036	37.770847
-122.45606	37.714077
-122.40913	37.808212
-122.40666	37.75688
-122.39401	37.79254
-122.424545	37.73416
-122.434425	37.799168
-122.40922	37.765717
-122.42121	37.768196
-122.397675	37.778423
-122.407005	37.78987
-122.42485	37.77075
-122.39473	37.780384
-122.4142	37.806465
-122.46806	37.71779
-122.476074	37.7328
-122.418045	37.77751
-122.40713	37.779755
-122.410934	37.769413
-122.420494	37.783855
-122.407036	37.78475
-122.4174	37.78286
-122.40683	37.714035
-122.40374	37.77523
-122.406654	37.756824
-122.395355	37.729935
-122.42955	37.767185
-122.41776	37.792805
-122.406654	37.756824
-122.42799	37.784954
-122.411736	37.711987
-122.39755	37.75992
-122.417496	37.764835
-122.404076	37.79451
-122.42101	37.78382
-122.41689	37.80521
-122.45199	37.712074
-122.41401	37.78233
-122.475685	37.743076
-122.41771	37.784237
-122.40339	37.780266
-122.40203	37.786247
-122.45771	37.764843
-122.388115	37.781883
-122.464386	37.76643
-122.42914	37.76942
-122.41626	37.73302
-122.47982	37.780277
-122.40656	37.79536
-122.41128	37.77158
-122.47601	37.72909
-122.40374	37.77523
-122.4964	37.775867
-122.42082	37.782894
-122.407036	37.78475
-122.41133	37.76425
-122.40715	37.806427
-122.417816	37.7571
-122.39626	37.78344
-122.418045	37.77751
-122.406654	37.756824
-122.39181	37.77814
-122.4056	37.713634
-122.40802	37.7861
-122.41166	37.77183
-122.40812	37.780453
-122.407845	37.776745
-122.453514	37.723293
-122.40787	37.777687
-122.41952	37.763428
-122.39428	37.789925
-122.41415	37.785675
-122.40341	37.787754
-122.419395	37.784058
-122.44208	37.752377
-122.43227	37.715046
-122.42624	37.793495
-122.40509	37.78638
-122.42485	37.77075
-122.42303	37.753567
-122.40543	37.798027
-122.44233	37.717834
-122.43672	37.733433
-122.44183	37.709473
-122.49843	37.740284
-122.41021	37.800316
-122.38718	37.732826
-122.46525	37.75043
-122.42023	37.749054
-122.4301	37.773216
-122.424576	37.801334
-122.44675	37.769073
-122.49473	37.77952
-122.406654	37.756824
-122.41418	37.7758
-122.41887	37.80688
-122.431755	37.762722
-122.41962	37.764027
-122.38289	37.730343
-122.42057	37.760662
-122.40374	37.77523
-122.38608	37.71949
-122.42112	37.7569
-122.43605	37.799843
-122.40062	37.717777
-122.4086	37.789223
-122.4228	37.75257
-122.37074	37.817047
-122.45309	37.76925
-122.41952	37.763428
-122.41587	37.78635
-122.435974	37.72313
-122.398605	37.71604
-122.41049	37.765606
-122.40898	37.79109
-122.443726	37.787617
-122.415634	37.733143
-122.415245	37.805416
-122.41984	37.786358
-122.45209	37.758217
-122.422844	37.764893
-122.43157	37.786335
-122.441795	37.719173
-122.38991	37.730534
-122.41825	37.78712
-122.431206	37.78457
-122.40964	37.778603
-122.512535	37.777203
-122.40759	37.78441
-122.475105	37.76376
-122.41049	37.765606
-122.45613	37.72003
-122.407005	37.78987
-122.399124	37.74053
-122.406654	37.756824
-122.467186	37.72166
-122.42223	37.76701
-122.426895	37.76916
-122.40374	37.77523
